dwelling_id;trans_date;trans_dwelling_rooms;trans_dwelling_floor_area;trans_dwelling_storey;trans_dwelling_spaces;trans_dwelling_spaces_floor_area;trans_dwelling_price;trans_dwelling_price_m2;lon;lat;pzn_precinct;pzn_district
10559_11872;2013-08-22;4;64.3;3;;;255000;3965.79;16.9682681;52.3777452;Zegrze;Stare Miasto
07630_01435;2013-08-23;2;38.6;4;1;2.1;176500;4572.54;16.927203;52.411865;Stare Miasto;Nowe Miasto
07737_01718;2013-08-23;3;71.2;;;;284000;3988.76;16.9254197;52.4065816;Stare Miasto;Nowe Miasto
09766_04959;2013-08-23;3;50;2;1;5.4;310000;6200;16.9221438;52.4635971;Piatkowo;Nowe Miasto
08536_06137;2013-08-23;3;49.4;4;1;4;234000;4736.84;16.916308;52.4339809;Winiary;Jezyce
03626_07855;2013-08-23;2;31.3;1;;;173000;5527.16;16.855286;52.3831009;Junikowo;Grunwald
05904_09659;2013-08-23;3;54.75;;1;1.53;285000;5205.48;16.9600928;52.4098469;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
00088_09969;2013-08-23;3;43.5;3;;;267000;6137.93;16.9960889;52.406177;Warszawskie-Pomet-Maltanskie;Stare Miasto
02582_10947;2013-08-23;2;30.4;0;1;3.9;214000;7039.47;16.9635166;52.3964414;Rataje;Stare Miasto
10678_11591;2013-08-23;3;37.53;3;;;188000;5009.33;16.9583209;52.388112;Rataje;Stare Miasto
04793_01167;2013-08-26;3;52.4;2;;7;225000;4293.89;16.8856319;52.409749;Stary Grunwald;Grunwald
03036_01190;2013-08-26;4;65.6;;;4.3;263000;4009.15;16.8813905;52.3854989;Gorczyn;Grunwald
00728_01863;2013-08-26;3;41.97;2;1;3.61;238000;5670.72;16.9151707;52.4244266;Winiary;Jezyce
04765_02353;2013-08-26;4;44.8;0;;;204000;4553.57;16.8752485;52.4057883;Grunwald Polnoc;Grunwald
09762_03792;2013-08-26;2;43.6;;;;210000;4816.51;16.903955;52.4561859;Piatkowo;Nowe Miasto
09727_07821;2013-08-26;5;74.4;1;;;304000;4086.02;16.920734;52.4545789;Piatkowo;Nowe Miasto
12433_12675;2013-08-26;4;86.46;0;1;19.51;300000;3469.81;17.0362349;52.371548;Szczepankowo-Splawie-Krzesinki;Stare Miasto
07594_01135;2013-08-27;2;33;;;;190000;5757.58;16.9250904;52.4075408;Stare Miasto;Nowe Miasto
07723_01541;2013-08-27;3;37.2;;1;2.2;175000;4704.3;16.9256596;52.4118111;Stare Miasto;Nowe Miasto
06796_02200;2013-08-27;3;49.3;1;1;4.1;240000;4868.15;16.9446402;52.4557805;Naramowice;Nowe Miasto
05092_04917;2013-08-27;4;44.9;1;;;201500;4487.75;16.8721369;52.4119219;Grunwald Polnoc;Grunwald
05065_05742;2013-08-27;1;32.1;3;;;220000;6853.58;16.8926869;52.4003871;Sw. Lazarz;Grunwald
04776_06163;2013-08-27;2;18.63;;1;9.64;101000;5421.36;16.8937168;52.391775;Sw. Lazarz;Grunwald
11161_09567;2013-08-27;2;22.8;;;;127000;5570.18;16.9104709;52.365607;Zielony Debiec;Wilda
00074_12596;2013-08-27;1;29.19;1;;;100000;3425.83;16.972853;52.421575;Glowna;Stare Miasto
06358_12651;2013-08-27;3;48.4;13;;;190000;3925.62;16.9479202;52.3931332;Rataje;Stare Miasto
06230_12652;2013-08-27;4;47.2;4;;;194000;4110.17;16.9469849;52.385435;Rataje;Stare Miasto
02275_00083;2013-08-28;4;67.64;;;;280000;4139.56;16.8668659;52.4614679;Podolany;Jezyce
07642_00455;2013-08-28;3;45.34;2;;;215000;4741.95;16.9322595;52.4114014;Stare Miasto;Nowe Miasto
06902_00766;2013-08-28;3;67.63;;1;;253000;3740.94;16.946381;52.4454129;Naramowice;Nowe Miasto
03117_01256;2013-08-28;3;38.1;2;1;2.3;165000;4330.71;16.8819344;52.3857312;Gorczyn;Grunwald
07725_01436;2013-08-28;3;65.73;;;;230000;3499.16;16.9302259;52.401677;Stare Miasto;Nowe Miasto
04799_03382;2013-08-28;1;22;;;;130000;5909.09;16.870576;52.402935;Grunwald Poludnie;Grunwald
01552_03488;2013-08-28;2;37.2;2;1;7.1;169000;4543.01;16.891835;52.413835;Jezyce;Jezyce
08678_05237;2013-08-28;3;49;1;1;3.5;260000;5306.12;16.915512;52.4351579;Winiary;Jezyce
08453_05795;2013-08-28;3;50.86;3;;;335000;6586.71;16.9555139;52.4306767;Stare Winogrady;Nowe Miasto
03020_06649;2013-08-28;2;30.8;;1;1.22;140000;4545.45;16.8671263;52.3897573;Grunwald Poludnie;Grunwald
00661_09125;2013-08-28;3;44.9;0;1;2.9;85000;1893.1;16.91181;52.424963;Winiary;Jezyce
03040_09165;2013-08-28;3;62.62;5;1;1.95;345000;5509.42;16.8830271;52.3881661;Gorczyn;Grunwald
07649_09166;2013-08-28;1;23.22;4;;;140000;6029.29;16.9330687;52.4026464;Stare Miasto;Nowe Miasto
11840_10084;2013-08-28;3;48.5;;1;2.8;267000;5505.15;16.9173341;52.3951368;Wilda;Wilda
06297_12147;2013-08-28;3;49.4;16;;;174000;3522.27;16.956062;52.3902609;Rataje;Stare Miasto
05102_03290;2013-08-29;3;39.9;;;;180000;4511.28;16.874422;52.399707;Grunwald Poludnie;Grunwald
03033_04724;2013-08-29;5;64.77;2;1;5.9;280000;4322.99;16.8765;52.3894219;Grunwald Poludnie;Grunwald
09600_04972;2013-08-29;2;36.3;2;;;192000;5289.26;16.8845443;52.3868232;Gorczyn;Grunwald
06792_04987;2013-08-29;3;47.31;;;;249000;5263.16;16.9449936;52.455762;Naramowice;Nowe Miasto
08685_05434;2013-08-29;2;26.5;7;1;1.6;160000;6037.74;16.9298833;52.4321917;Nowe Winogrady Poludnie;Nowe Miasto
07673_07871;2013-08-29;1;34;;;;163000;4794.12;16.932312;52.4037198;Stare Miasto;Nowe Miasto
07663_07872;2013-08-29;1;34;;;;163000;4794.12;16.932312;52.4037198;Stare Miasto;Nowe Miasto
09775_09147;2013-08-29;5;73;2;;;363000;4972.6;16.9059679;52.454183;Piatkowo;Nowe Miasto
05008_09168;2013-08-29;1;23.72;4;;;130460;5500;16.8991102;52.4002241;Sw. Lazarz;Grunwald
05008_09169;2013-08-29;1;51.16;4;;;339735;6640.64;16.8991102;52.4002241;Sw. Lazarz;Grunwald
05897_10344;2013-08-29;3;28.2;3;1;1;157500;5585.11;16.9596617;52.4105061;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
11791_10463;2013-08-29;4;69.3;2;;;370000;5339.11;16.9240453;52.3940709;Wilda;Wilda
05901_12654;2013-08-29;2;58.18;2;;;375261;6450;16.9475379;52.408305;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
06800_01270;2013-08-30;3;48.1;;1;21.1;320000;6652.81;16.948491;52.446259;Naramowice;Nowe Miasto
04748_03100;2013-08-30;3;26.2;6;;;136000;5190.84;16.8780501;52.4098034;Grunwald Polnoc;Grunwald
02139_04815;2013-08-30;3;43.64;0;;;232000;5316.22;16.8339944;52.4345993;Krzyzowniki-Smochowice;Jezyce
09649_05210;2013-08-30;4;62.5;1;;;325000;5200;16.907709;52.45588;Piatkowo;Nowe Miasto
09804_07792;2013-08-30;2;31.2;7;;;166000;5320.51;16.906955;52.4611309;Jana III Sobieskiego i Marysienki;Nowe Miasto
09488_07814;2013-08-30;4;62.7;5;;;278000;4433.81;16.9080559;52.4586459;Piatkowo;Nowe Miasto
07732_09030;2013-08-30;2;33.3;4;2;106.1;480000;14414.41;16.94195;52.4036989;Stare Miasto;Nowe Miasto
00214_10057;2013-08-30;4;69.2;2;1;4.9;215000;3106.94;16.965335;52.314319;Gluszyna;Stare Miasto
02586_10936;2013-08-30;4;64.3;1;1;3.4;505000;7853.81;16.9635166;52.3964414;Rataje;Stare Miasto
11116_11406;2013-08-30;4;44.06;1;;;190000;4312.3;16.910139;52.3674323;Zielony Debiec;Wilda
10661_11956;2013-08-30;4;61.8;11;1;4;250000;4045.31;16.948016;52.3709599;Staroleka-Minikowo-Marlewo;Stare Miasto
06337_12108;2013-08-30;3;37.91;5;;;166000;4378.79;16.944836;52.394171;Rataje;Stare Miasto
04850_00524;2013-09-02;3;48.8;2;;;238000;4877.05;16.8759623;52.4113811;Grunwald Polnoc;Grunwald
01410_02025;2013-09-02;3;50.4;2;1;5.3;243000;4821.43;16.9071127;52.4125282;Jezyce;Jezyce
01557_04008;2013-09-02;2;43.8;3;;;253000;5776.26;16.9056464;52.4163005;Jezyce;Jezyce
00681_05127;2013-09-02;2;51;1;1;4.3;352000;6901.96;16.8742028;52.4463807;Strzeszyn;Jezyce
01508_05329;2013-09-02;3;39.09;0;1;8.05;234000;5986.19;16.904401;52.4139349;Jezyce;Jezyce
07883_06857;2013-09-02;3;52.9;1;;;380000;7183.36;16.9302746;52.4158372;Stare Miasto;Nowe Miasto
03055_07835;2013-09-02;4;53;10;1;1.85;218000;4113.21;16.86502;52.384423;Grunwald Poludnie;Grunwald
09604_02207;2013-09-03;5;81.1;3;1;2.6;305000;3760.79;16.9414001;52.4343048;Nowe Winogrady Wschod;Nowe Miasto
07741_02395;2013-09-03;3;49.3;2;;;167000;3387.42;16.9229243;52.4065472;Stare Miasto;Nowe Miasto
07682_02463;2013-09-03;2;33.6;;;;185000;5505.95;16.933977;52.4098929;Stare Miasto;Nowe Miasto
08523_03657;2013-09-03;4;67.3;2;;;320000;4754.83;16.953407;52.428166;Stare Winogrady;Nowe Miasto
04620_03752;2013-09-03;2;34.5;;1;7;175000;5072.46;16.879637;52.4001339;Stary Grunwald;Grunwald
09625_06477;2013-09-03;4;60.2;3;;;265000;4401.99;16.915157;52.4578558;Piatkowo;Nowe Miasto
01432_07491;2013-09-03;4;90.33;2;1;21.07;320000;3542.57;16.8987174;52.4130354;Jezyce;Jezyce
09619_08021;2013-09-03;1;34.9;0;1;5.4;130000;3724.93;16.8993619;52.4613824;Jana III Sobieskiego i Marysienki;Nowe Miasto
03772_08641;2013-09-03;2;43.41;2;;;247000;5689.93;16.860907;52.3551809;Fabianowo-Kotowo;Grunwald
07671_09032;2013-09-03;3;54.32;1;;;162960;3000;16.937482;52.4065609;Stare Miasto;Nowe Miasto
11725_09688;2013-09-03;3;43.7;;;;165000;3775.74;16.912962;52.377918;Wilda;Wilda
11208_11436;2013-09-03;3;42.4;0;;;191000;4504.72;16.9052575;52.3685759;Zielony Debiec;Wilda
12257_12655;2013-09-03;5;83.7;3;1;11.6;323000;3859.02;16.973976;52.395094;Chartowo;Stare Miasto
01512_00220;2013-09-04;3;49.09;;;15;210000;4277.86;16.8907662;52.411359;Jezyce;Jezyce
00611_01165;2013-09-04;1;29.6;;1;5.7;145000;4898.65;16.8747459;52.447412;Strzeszyn;Jezyce
07685_01693;2013-09-04;2;35.7;1;;;222000;6218.49;16.9363874;52.4127446;Stare Miasto;Nowe Miasto
01424_03997;2013-09-04;3;65.7;;1;6.8;220000;3348.55;16.8957589;52.41082;Jezyce;Jezyce
08540_04564;2013-09-04;4;68.7;0;;;485000;7059.68;16.9427099;52.4314539;Nowe Winogrady Poludnie;Nowe Miasto
08548_05663;2013-09-04;3;38.1;7;1;1.3;197700;5188.98;16.943382;52.4339639;Nowe Winogrady Wschod;Nowe Miasto
09663_06383;2013-09-04;3;51.28;2;1;5.42;245000;4777.69;16.9199566;52.4602265;Piatkowo;Nowe Miasto
01595_07205;2013-09-04;2;33.8;4;1;3.2;135000;3994.08;16.909153;52.4137379;Jezyce;Jezyce
02126_09174;2013-09-04;5;101.6;0;;;589000;5797.24;16.8113171;52.4350688;Krzyzowniki-Smochowice;Jezyce
10660_10653;2013-09-04;4;57.35;2;;;370000;6451.61;16.9644549;52.3928712;Rataje;Stare Miasto
02587_10846;2013-09-04;5;80.5;1;;;580000;7204.97;16.9649499;52.3969759;Rataje;Stare Miasto
04708_01512;2013-09-05;4;45;2;1;3;232000;5155.56;16.875556;52.406726;Grunwald Polnoc;Grunwald
04706_02586;2013-09-05;2;37.59;;;;170000;4522.48;16.8912086;52.4046916;Sw. Lazarz;Grunwald
08564_04597;2013-09-05;3;50.1;4;;;295000;5888.22;16.9518413;52.4303181;Stare Winogrady;Nowe Miasto
03567_05618;2013-09-05;2;30.9;3;1;2.55;140000;4530.74;16.8629074;52.3868597;Grunwald Poludnie;Grunwald
03623_05782;2013-09-05;4;53;5;1;2.12;246000;4641.51;16.8619213;52.3866898;Grunwald Poludnie;Grunwald
09621_06015;2013-09-05;5;73.5;4;;;290000;3945.58;16.92464;52.447911;Piatkowo;Nowe Miasto
01542_07100;2013-09-05;2;36;0;;;200000;5555.56;16.8919542;52.4114863;Jezyce;Jezyce
00655_08453;2013-09-05;2;38.6;0;1;3.5;160000;4145.08;16.912407;52.4277623;Winiary;Jezyce
04849_08874;2013-09-05;3;61;4;;;244000;4000;16.9042402;52.395168;Sw. Lazarz;Grunwald
00931_09138;2013-09-05;2;44.41;2;;;240000;5404.19;16.892077;52.4489359;Podolany;Jezyce
08794_09152;2013-09-05;2;32;0;1;3.1;160000;5000;16.923614;52.438125;Nowe Winogrady Polnoc;Nowe Miasto
04945_09173;2013-09-05;4;64.1;3;1;4.2;318000;4961;16.9028247;52.3926678;Sw. Lazarz;Grunwald
11135_09445;2013-09-05;4;61.2;;;;270000;4411.76;16.9251681;52.406374;Stare Miasto;Nowe Miasto
12283_10730;2013-09-05;3;44.7;3;;;310000;6935.12;16.9861157;52.3941873;Chartowo;Stare Miasto
00102_11038;2013-09-05;3;46.1;2;;;270000;5856.83;16.996486;52.4061839;Warszawskie-Pomet-Maltanskie;Stare Miasto
10560_11823;2013-09-05;5;82.2;7;;;280000;3406.33;16.965182;52.3786119;Zegrze;Stare Miasto
11843_12376;2013-09-05;5;119.12;0;;;340000;2854.26;16.9229292;52.3964776;Wilda;Wilda
04840_00061;2013-09-06;4;70.98;;;;270000;3803.89;16.8776576;52.3935345;Grunwald Poludnie;Grunwald
01571_01755;2013-09-06;4;50.5;;1;3.6;250000;4950.5;16.8933609;52.4091404;Jezyce;Jezyce
02947_02392;2013-09-06;3;48.4;1;;;248000;5123.97;16.8941662;52.3863947;Gorczyn;Grunwald
10039_04687;2013-09-06;2;31.7;3;;;190000;5993.69;16.9201334;52.46419;Piatkowo;Nowe Miasto
04797_04739;2013-09-06;2;33.64;2;1;3.14;144000;4280.62;16.9040882;52.3936186;Sw. Lazarz;Grunwald
08569_04845;2013-09-06;3;41.1;1;1;3.8;215000;5231.14;16.917399;52.4347689;Winiary;Jezyce
00615_04925;2013-09-06;4;62.3;7;1;2.1;242500;3892.46;16.9127559;52.434107;Winiary;Jezyce
09624_06113;2013-09-06;4;63.4;9;;;280000;4416.4;16.9080559;52.4586459;Piatkowo;Nowe Miasto
03019_06673;2013-09-06;3;42.2;9;1;1.8;200000;4739.34;16.8650662;52.3843654;Grunwald Poludnie;Grunwald
08543_06727;2013-09-06;3;46.8;5;1;3.6;232000;4957.26;16.92317;52.437542;Nowe Winogrady Polnoc;Nowe Miasto
08606_06852;2013-09-06;4;66.5;12;1;2;259000;3894.74;16.9363639;52.435803;Nowe Winogrady Polnoc;Nowe Miasto
00753_07381;2013-09-06;2;37.23;2;1;2.54;215000;5774.91;16.9156285;52.4228185;Winiary;Jezyce
03050_09176;2013-09-06;2;44.64;6;1;2.01;242000;5421.15;16.8830271;52.3881661;Gorczyn;Grunwald
11136_09860;2013-09-06;2;26.3;;;;147000;5589.35;16.9052575;52.3685759;Zielony Debiec;Wilda
11165_10149;2013-09-06;3;62;;1;8.9;337000;5435.48;16.8917994;52.3717119;Swierczewo;Wilda
10696_10162;2013-09-06;3;47.2;1;;;285000;6038.14;16.9646144;52.3926564;Rataje;Stare Miasto
11769_10212;2013-09-06;3;40.4;2;;;188000;4653.47;16.9164409;52.3893823;Wilda;Wilda
06329_10462;2013-09-06;3;48.4;7;;;241000;4979.34;16.9479202;52.3931332;Rataje;Stare Miasto
06298_12589;2013-09-06;3;37.6;3;;;189500;5039.89;16.946822;52.391509;Rataje;Stare Miasto
02574_11416;2013-09-07;2;35.1;1;;;250000;7122.51;16.9652924;52.3954559;Rataje;Stare Miasto
09622_01697;2013-09-09;5;98.2;2;2;6.3;350000;3564.15;16.9008839;52.4579816;Piatkowo;Nowe Miasto
01501_01889;2013-09-09;2;43.3;3;;;210000;4849.88;16.9082919;52.4148153;Jezyce;Jezyce
01501_01893;2013-09-09;4;65.7;3;1;15.1;340000;5175.04;16.9082919;52.4148153;Jezyce;Jezyce
06814_04936;2013-09-09;3;53.2;1;;;340000;6390.98;16.948095;52.453196;Naramowice;Nowe Miasto
02269_06376;2013-09-09;4;65.4;1;;;335000;5122.32;16.869628;52.4452137;Strzeszyn;Jezyce
03018_06723;2013-09-09;4;56.1;9;1;1.7;230000;4099.82;16.8605459;52.3859375;Grunwald Poludnie;Grunwald
03549_09126;2013-09-09;5;66.7;8;1;1.46;257000;3853.07;16.8612976;52.3886446;Grunwald Poludnie;Grunwald
11081_09973;2013-09-09;4;82;;1;13.4;375000;4573.17;16.892104;52.373931;Swierczewo;Wilda
06362_11393;2013-09-09;3;37.6;3;;;210000;5585.11;16.94358;52.387189;Rataje;Stare Miasto
00309_12240;2013-09-09;4;63.7;;1;7.4;278000;4364.21;16.9685678;52.3117487;Gluszyna;Stare Miasto
00731_02004;2013-09-10;3;48.95;1;;;215000;4392.24;16.9079822;52.4279607;Solacz;Jezyce
01610_04060;2013-09-10;2;31.37;;1;5.16;120000;3825.31;16.8974003;52.4109583;Jezyce;Jezyce
09620_04745;2013-09-10;3;57;0;;;313000;5491.23;16.9221438;52.4635971;Piatkowo;Nowe Miasto
07884_06052;2013-09-10;3;77.9;2;;;325000;4172.02;16.940668;52.4059869;Stare Miasto;Nowe Miasto
09615_06958;2013-09-10;4;62.4;3;;;270000;4326.92;16.9148202;52.4447059;Piatkowo;Nowe Miasto
09745_07514;2013-09-10;4;62.7;7;;;259000;4130.78;16.9234199;52.4577558;Piatkowo;Nowe Miasto
11792_10704;2013-09-10;1;16.27;;1;1.39;79000;4855.56;16.9222389;52.3938209;Wilda;Wilda
04927_00821;2013-09-11;4;61.11;3;;;300000;4909.18;16.8750979;52.399108;Grunwald Poludnie;Grunwald
09645_03120;2013-09-11;2;31;7;1;1.8;159500;5145.16;16.9242959;52.4571127;Piatkowo;Nowe Miasto
04825_03651;2013-09-11;3;54.8;;;;235000;4288.32;16.8750979;52.399108;Grunwald Poludnie;Grunwald
04941_04703;2013-09-11;3;54.8;2;;;280000;5109.49;16.8975655;52.3944969;Sw. Lazarz;Grunwald
03560_07183;2013-09-11;3;42.2;;1;7;233000;5521.33;16.856407;52.3857329;Junikowo;Grunwald
07616_07966;2013-09-11;1;33.5;4;;;170000;5074.63;16.932312;52.4037198;Stare Miasto;Nowe Miasto
03226_01249;2013-09-12;3;49.5;;1;2.5;290000;5858.59;16.8884667;52.3856525;Gorczyn;Grunwald
04902_02795;2013-09-12;3;52.3;;;;205000;3919.69;16.8746079;52.4010419;Grunwald Poludnie;Grunwald
00639_03503;2013-09-12;2;31.66;;;;164000;5180.04;16.9045255;52.4191688;Solacz;Jezyce
03053_03988;2013-09-12;1;34.1;1;;;110000;3225.81;16.8836027;52.3860841;Gorczyn;Grunwald
05040_04087;2013-09-12;3;56.8;;;;200000;3521.13;16.87547;52.3996039;Grunwald Poludnie;Grunwald
01588_06456;2013-09-12;5;121.5;1;;;355000;2921.81;16.9039692;52.4103648;Jezyce;Jezyce
08556_07836;2013-09-12;3;46.8;0;1;2.7;215000;4594.02;16.92369;52.436813;Nowe Winogrady Polnoc;Nowe Miasto
05930_09979;2013-09-12;3;44.1;;1;3.9;232000;5260.77;16.954935;52.411049;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
06295_10103;2013-09-12;4;47.2;4;;;259000;5487.29;16.946444;52.38538;Rataje;Stare Miasto
00226_12238;2013-09-12;3;41.8;;1;2.2;169000;4043.06;16.9632543;52.3146291;Gluszyna;Stare Miasto
06829_00723;2013-09-13;3;45.4;;;;215000;4735.68;16.947368;52.448245;Naramowice;Nowe Miasto
01581_00760;2013-09-13;3;53.56;3;;;205000;3827.48;16.88457;52.4161106;Ogrody;Jezyce
04841_03332;2013-09-13;4;36.8;;;;135000;3668.48;16.8776338;52.3992612;Grunwald Poludnie;Grunwald
05133_03333;2013-09-13;4;55.1;;;;192000;3484.57;16.8750979;52.399108;Grunwald Poludnie;Grunwald
01563_04306;2013-09-13;3;60.5;1;1;8.5;275000;4545.45;16.8957589;52.41082;Jezyce;Jezyce
11798_11128;2013-09-13;2;24.45;;2;5.1;135000;5521.47;16.922221;52.3942069;Wilda;Wilda
11798_11129;2013-09-13;4;71.8;;1;3.7;345000;4805.01;16.922221;52.3942069;Wilda;Wilda
01751_01352;2013-09-16;3;47.8;1;1;3.2;204000;4267.78;16.883978;52.412354;Ogrody;Jezyce
01539_02322;2013-09-16;4;62.8;;1;8.34;315000;5015.92;16.874254;52.44574;Strzeszyn;Jezyce
04990_05105;2013-09-16;3;28.3;0;;;152000;5371.02;16.8762039;52.408221;Grunwald Polnoc;Grunwald
08588_05175;2013-09-16;4;66.4;5;;;350000;5271.08;16.9216859;52.4349969;Nowe Winogrady Poludnie;Nowe Miasto
08587_07082;2013-09-16;2;32.1;15;;;160000;4984.42;16.915073;52.44571;Piatkowo;Nowe Miasto
07724_07337;2013-09-16;4;74.7;5;;;675000;9036.14;16.9300126;52.4167299;Stare Miasto;Nowe Miasto
09651_07964;2013-09-16;3;38.3;;1;2;160000;4177.55;16.939434;52.4324749;Nowe Winogrady Poludnie;Nowe Miasto
04944_08509;2013-09-16;2;46.4;5;1;4.3;355000;7650.86;16.8926869;52.4003871;Sw. Lazarz;Grunwald
00673_09178;2013-09-16;4;94.3;1;;;353060;3744.01;16.8838629;52.445136;Podolany;Jezyce
00225_09877;2013-09-16;3;32.2;;1;4.3;155000;4813.66;16.9632568;52.3146282;Gluszyna;Stare Miasto
11172_09952;2013-09-16;3;42.4;;;;243000;5731.13;16.8866475;52.3674758;Swierczewo;Wilda
05933_10166;2013-09-16;1;33.5;1;;;102000;3044.78;16.959;52.4150659;Ostrow Tumski-Srodka-Zawady-Komandoria;Stare Miasto
11703_10771;2013-09-16;3;34.1;;1;3.8;145000;4252.2;16.9181989;52.398835;Wilda;Wilda
09674_01775;2013-09-17;3;49.3;2;;;248000;5030.43;16.9228934;52.4568688;Piatkowo;Nowe Miasto
05193_01971;2013-09-17;3;55.54;;1;6.34;200000;3601.01;16.87737;52.405085;Grunwald Polnoc;Grunwald
08593_03737;2013-09-17;2;35.4;;;;163000;4604.52;16.927091;52.425084;Stare Winogrady;Nowe Miasto
09739_05766;2013-09-17;3;51.4;3;;;320000;6225.68;16.925107;52.460375;Piatkowo;Nowe Miasto
01543_09038;2013-09-17;2;27.97;0;;;182000;6506.97;16.9001358;52.4108131;Jezyce;Jezyce
03604_09179;2013-09-17;3;62.33;1;1;2.11;386446;6200;16.860602;52.3900859;Grunwald Poludnie;Grunwald
11834_12369;2013-09-17;3;50.1;4;1;4.06;200000;3992.02;16.924893;52.392492;Wilda;Wilda
10650_12638;2013-09-17;2;44.9;4;;;255000;5679.29;16.9646144;52.3926564;Rataje;Stare Miasto
07021_01706;2013-09-18;4;47.7;;;;185000;3878.41;16.9457719;52.444592;Naramowice;Nowe Miasto
06913_02478;2013-09-18;3;46.5;2;1;4.4;225000;4838.71;16.9464367;52.4487903;Naramowice;Nowe Miasto
02135_02596;2013-09-18;3;66.7;;1;1.6;300000;4497.75;16.834573;52.435173;Krzyzowniki-Smochowice;Jezyce
03565_03268;2013-09-18;2;33;2;1;6.5;180000;5454.55;16.857555;52.3835656;Junikowo;Grunwald
04862_04321;2013-09-18;4;44.9;3;;;185000;4120.27;16.8766559;52.4092299;Grunwald Polnoc;Grunwald
05115_06321;2013-09-18;2;26.4;5;;;139000;5265.15;16.878341;52.4105799;Grunwald Polnoc;Grunwald
04930_07730;2013-09-18;3;37.5;2;1;2.17;213000;5680;16.8950637;52.3889452;Sw. Lazarz;Grunwald
04835_09124;2013-09-18;3;37.5;;1;3.75;155000;4133.33;16.8690142;52.4064592;Grunwald Polnoc;Grunwald
06359_11455;2013-09-18;2;37.8;8;;;325000;8597.88;16.9401039;52.385694;Rataje;Stare Miasto
11775_12392;2013-09-18;2;27.3;2;1;3.3;70000;2564.1;16.9152303;52.3886145;Wilda;Wilda
11775_12393;2013-09-18;3;62.6;2;1;5.2;140000;2236.42;16.9152303;52.3886145;Wilda;Wilda
04824_00481;2013-09-19;3;43.95;1;;;220000;5005.69;16.8731649;52.4040696;Grunwald Poludnie;Grunwald
01580_02918;2013-09-19;3;85.1;;;;290000;3407.76;16.9072148;52.4100144;Jezyce;Jezyce
04864_05228;2013-09-19;3;54.1;3;1;3.2;162000;2994.45;16.9038799;52.3935918;Sw. Lazarz;Grunwald
09740_05763;2013-09-19;3;51.5;2;;;320000;6213.59;16.925107;52.460375;Piatkowo;Nowe Miasto
06834_06342;2013-09-19;3;53.73;2;;;350000;6514.05;16.952713;52.444731;Naramowice;Nowe Miasto
03603_06715;2013-09-19;3;42.4;6;1;4.13;200000;4716.98;16.8629074;52.3868597;Grunwald Poludnie;Grunwald
00676_09180;2013-09-19;3;77.57;0;1;14.36;408000;5259.77;16.8838629;52.445136;Podolany;Jezyce
08656_09182;2013-09-19;2;32;10;1;2.1;160000;5000;16.9350509;52.435888;Nowe Winogrady Polnoc;Nowe Miasto
05022_09190;2013-09-19;2;67;1;;;382000;5701.49;16.9001697;52.404107;Sw. Lazarz;Grunwald
11827_09681;2013-09-19;3;42.8;;2;17.7;269000;6285.05;16.9124138;52.388711;Wilda;Wilda
12289_10095;2013-09-19;4;62.9;2;;;263000;4181.24;16.984066;52.391186;Chartowo;Stare Miasto
11828_10179;2013-09-19;3;35;;;;150000;4285.71;16.921072;52.394898;Wilda;Wilda
10622_12640;2013-09-19;1;30;3;;;200000;6666.67;16.9646144;52.3926564;Rataje;Stare Miasto
08616_03428;2013-09-20;4;59.9;3;1;4.2;320000;5342.24;16.917146;52.4332939;Winiary;Jezyce
10250_04182;2013-09-20;3;48.82;3;;;435000;8910.28;16.937057;52.4679853;Umultowo;Nowe Miasto
01582_04649;2013-09-20;2;37;0;;;215000;5810.81;16.8819478;52.4164886;Ogrody;Jezyce
01550_05240;2013-09-20;1;32.6;3;;;182000;5582.82;16.8964259;52.4119649;Jezyce;Jezyce
08661_05305;2013-09-20;3;49.8;1;;;240000;4819.28;16.9219854;52.425491;Stare Winogrady;Nowe Miasto
09696_06196;2013-09-20;3;49.7;2;;;225000;4527.16;16.9253048;52.4589047;Piatkowo;Nowe Miasto
04992_07123;2013-09-20;3;47.54;3;1;3.42;209000;4396.3;16.9027726;52.3940224;Sw. Lazarz;Grunwald
11815_09730;2013-09-20;2;40.2;;1;4.3;200000;4975.12;16.9151512;52.3852878;Wilda;Wilda
12402_10052;2013-09-20;2;52.8;2;;;250000;4734.85;17.0062091;52.3914557;Antoninek-Zieliniec-Kobylepole;Stare Miasto
00227_10908;2013-09-20;3;32.9;0;1;2.8;90000;2735.56;16.9632493;52.3146309;Gluszyna;Stare Miasto
06345_12278;2013-09-20;2;32.75;2;;;234800;7169.47;16.9488948;52.3972674;Rataje;Stare Miasto
11166_12335;2013-09-21;3;49.6;4;1;5.8;308000;6209.68;16.9126488;52.3688927;Zielony Debiec;Wilda
01648_02733;2013-09-23;3;48.7;1;;;238000;4887.06;16.8907662;52.411359;Jezyce;Jezyce
06835_05324;2013-09-23;3;44.5;4;;;286000;6426.97;16.9438294;52.4532617;Naramowice;Nowe Miasto
